Grid_ID,X,Y
1,79.84350000000,6.93206000000
2,79.84350000000,6.93432000000
3,79.84350000000,6.93658000000
4,79.84340000000,6.93884000000
5,79.84340000000,6.94110000000
6,79.84340000000,6.94337000000
7,79.84570000000,6.92303000000
8,79.84570000000,6.92529000000
9,79.84570000000,6.92755000000
10,79.84570000000,6.92981000000
11,79.84570000000,6.93207000000
12,79.84570000000,6.93433000000
13,79.84570000000,6.93659000000
14,79.84570000000,6.93885000000
15,79.84800000000,6.91399000000
16,79.84800000000,6.91625000000
17,79.84800000000,6.91851000000
18,79.84800000000,6.92077000000
19,79.84800000000,6.92303000000
20,79.84800000000,6.92529000000
21,79.84800000000,6.92755000000
22,79.84800000000,6.92981000000
23,79.84800000000,6.93207000000
24,79.84800000000,6.93433000000
25,79.84800000000,6.93659000000
26,79.85030000000,6.90721000000
27,79.85030000000,6.90947000000
28,79.85030000000,6.91173000000
29,79.85030000000,6.91399000000
30,79.85030000000,6.91625000000
31,79.85030000000,6.91851000000
32,79.85030000000,6.92077000000
33,79.85030000000,6.92303000000
34,79.85030000000,6.92529000000
35,79.85030000000,6.92756000000
36,79.85030000000,6.92982000000
37,79.85020000000,6.93208000000
38,79.85020000000,6.93434000000
39,79.85020000000,6.93660000000
40,79.85020000000,6.93886000000
41,79.85260000000,6.89817000000
42,79.85260000000,6.90043000000
43,79.85260000000,6.90269000000
44,79.85260000000,6.90495000000
45,79.85260000000,6.90722000000
46,79.85260000000,6.90948000000
47,79.85250000000,6.91174000000
48,79.85250000000,6.91400000000
49,79.85250000000,6.91626000000
50,79.85250000000,6.91852000000
51,79.85250000000,6.92078000000
52,79.85250000000,6.92304000000
53,79.85250000000,6.92530000000
54,79.85250000000,6.92756000000
55,79.85250000000,6.92982000000
56,79.85250000000,6.93208000000
57,79.85250000000,6.93434000000
58,79.85250000000,6.93660000000
59,79.85250000000,6.93886000000
60,79.85250000000,6.94112000000
61,79.85490000000,6.88914000000
62,79.85490000000,6.89140000000
63,79.85480000000,6.89366000000
64,79.85480000000,6.89592000000
65,79.85480000000,6.89818000000
66,79.85480000000,6.90044000000
67,79.85480000000,6.90270000000
68,79.85480000000,6.90496000000
69,79.85480000000,6.90722000000
70,79.85480000000,6.90948000000
71,79.85480000000,6.91174000000
72,79.85480000000,6.91400000000
73,79.85480000000,6.91626000000
74,79.85480000000,6.91852000000
75,79.85480000000,6.92078000000
76,79.85480000000,6.92304000000
77,79.85480000000,6.92530000000
78,79.85480000000,6.92756000000
79,79.85480000000,6.92982000000
80,79.85480000000,6.93209000000
81,79.85480000000,6.93435000000
82,79.85480000000,6.93661000000
83,79.85480000000,6.93887000000
84,79.85480000000,6.94113000000
85,79.85470000000,6.94339000000
86,79.85470000000,6.94565000000
87,79.85470000000,6.94791000000
88,79.85470000000,6.95017000000
89,79.85470000000,6.95243000000
90,79.85710000000,6.87558000000
91,79.85710000000,6.87784000000
92,79.85710000000,6.88010000000
93,79.85710000000,6.88236000000
94,79.85710000000,6.88462000000
95,79.85710000000,6.88688000000
96,79.85710000000,6.88914000000
97,79.85710000000,6.89140000000
98,79.85710000000,6.89366000000
99,79.85710000000,6.89592000000
100,79.85710000000,6.89818000000
101,79.85710000000,6.90044000000
102,79.85710000000,6.90270000000
103,79.85710000000,6.90496000000
104,79.85710000000,6.90722000000
105,79.85710000000,6.90948000000
106,79.85710000000,6.91174000000
107,79.85710000000,6.91401000000
108,79.85710000000,6.91627000000
109,79.85710000000,6.91853000000
110,79.85710000000,6.92079000000
111,79.85700000000,6.92305000000
112,79.85700000000,6.92531000000
113,79.85700000000,6.92757000000
114,79.85700000000,6.92983000000
115,79.85700000000,6.93209000000
116,79.85700000000,6.93435000000
117,79.85700000000,6.93661000000
118,79.85700000000,6.93887000000
119,79.85700000000,6.94113000000
120,79.85700000000,6.94339000000
121,79.85700000000,6.94565000000
122,79.85700000000,6.94791000000
123,79.85700000000,6.95017000000
124,79.85700000000,6.95243000000
125,79.85700000000,6.95469000000
126,79.85700000000,6.95695000000
127,79.85940000000,6.86428000000
128,79.85940000000,6.86654000000
129,79.85940000000,6.86880000000
130,79.85940000000,6.87106000000
131,79.85940000000,6.87332000000
132,79.85940000000,6.87558000000
133,79.85940000000,6.87784000000
134,79.85940000000,6.88010000000
135,79.85940000000,6.88236000000
136,79.85940000000,6.88462000000
137,79.85940000000,6.88688000000
138,79.85940000000,6.88914000000
139,79.85940000000,6.89140000000
140,79.85940000000,6.89366000000
141,79.85940000000,6.89593000000
142,79.85940000000,6.89819000000
143,79.85940000000,6.90045000000
144,79.85940000000,6.90271000000
145,79.85930000000,6.90497000000
146,79.85930000000,6.90723000000
147,79.85930000000,6.90949000000
148,79.85930000000,6.91175000000
149,79.85930000000,6.91401000000
150,79.85930000000,6.91627000000
151,79.85930000000,6.91853000000
152,79.85930000000,6.92079000000
153,79.85930000000,6.92305000000
154,79.85930000000,6.92531000000
155,79.85930000000,6.92757000000
156,79.85930000000,6.92983000000
157,79.85930000000,6.93209000000
158,79.85930000000,6.93435000000
159,79.85930000000,6.93661000000
160,79.85930000000,6.93888000000
161,79.85930000000,6.94114000000
162,79.85930000000,6.94340000000
163,79.85930000000,6.94566000000
164,79.85930000000,6.94792000000
165,79.85930000000,6.95018000000
166,79.85930000000,6.95244000000
167,79.85930000000,6.95470000000
168,79.85920000000,6.95696000000
169,79.86170000000,6.85750000000
170,79.86170000000,6.85976000000
171,79.86170000000,6.86202000000
172,79.86170000000,6.86428000000
173,79.86170000000,6.86654000000
174,79.86170000000,6.86880000000
175,79.86170000000,6.87106000000
176,79.86170000000,6.87332000000
177,79.86170000000,6.87559000000
178,79.86170000000,6.87785000000
179,79.86170000000,6.88011000000
180,79.86160000000,6.88237000000
181,79.86160000000,6.88463000000
182,79.86160000000,6.88689000000
183,79.86160000000,6.88915000000
184,79.86160000000,6.89141000000
185,79.86160000000,6.89367000000
186,79.86160000000,6.89593000000
187,79.86160000000,6.89819000000
188,79.86160000000,6.90045000000
189,79.86160000000,6.90271000000
190,79.86160000000,6.90497000000
191,79.86160000000,6.90723000000
192,79.86160000000,6.90949000000
193,79.86160000000,6.91175000000
194,79.86160000000,6.91401000000
195,79.86160000000,6.91627000000
196,79.86160000000,6.91854000000
197,79.86160000000,6.92080000000
198,79.86160000000,6.92306000000
199,79.86160000000,6.92532000000
200,79.86160000000,6.92758000000
201,79.86160000000,6.92984000000
202,79.86160000000,6.93210000000
203,79.86150000000,6.93436000000
204,79.86150000000,6.93662000000
205,79.86150000000,6.93888000000
206,79.86150000000,6.94114000000
207,79.86150000000,6.94340000000
208,79.86150000000,6.94566000000
209,79.86150000000,6.94792000000
210,79.86150000000,6.95018000000
211,79.86150000000,6.95244000000
212,79.86150000000,6.95470000000
213,79.86150000000,6.95696000000
214,79.86150000000,6.95922000000
215,79.86400000000,6.85298000000
216,79.86400000000,6.85525000000
217,79.86400000000,6.85751000000
218,79.86400000000,6.85977000000
219,79.86400000000,6.86203000000
220,79.86390000000,6.86429000000
221,79.86390000000,6.86655000000
222,79.86390000000,6.86881000000
223,79.86390000000,6.87107000000
224,79.86390000000,6.87333000000
225,79.86390000000,6.87559000000
226,79.86390000000,6.87785000000
227,79.86390000000,6.88011000000
228,79.86390000000,6.88237000000
229,79.86390000000,6.88463000000
230,79.86390000000,6.88689000000
231,79.86390000000,6.88915000000
232,79.86390000000,6.89141000000
233,79.86390000000,6.89367000000
234,79.86390000000,6.89593000000
235,79.86390000000,6.89819000000
236,79.86390000000,6.90046000000
237,79.86390000000,6.90272000000
238,79.86390000000,6.90498000000
239,79.86390000000,6.90724000000
240,79.86390000000,6.90950000000
241,79.86390000000,6.91176000000
242,79.86390000000,6.91402000000
243,79.86380000000,6.91628000000
244,79.86380000000,6.91854000000
245,79.86380000000,6.92080000000
246,79.86380000000,6.92306000000
247,79.86380000000,6.92532000000
248,79.86380000000,6.92758000000
249,79.86380000000,6.92984000000
250,79.86380000000,6.93210000000
251,79.86380000000,6.93436000000
252,79.86380000000,6.93662000000
253,79.86380000000,6.93888000000
254,79.86380000000,6.94114000000
255,79.86380000000,6.94341000000
256,79.86380000000,6.94567000000
257,79.86380000000,6.94793000000
258,79.86380000000,6.95019000000
259,79.86380000000,6.95245000000
260,79.86380000000,6.95471000000
261,79.86380000000,6.95697000000
262,79.86380000000,6.95923000000
263,79.86380000000,6.96149000000
264,79.86620000000,6.84847000000
265,79.86620000000,6.85073000000
266,79.86620000000,6.85299000000
267,79.86620000000,6.85525000000
268,79.86620000000,6.85751000000
269,79.86620000000,6.85977000000
270,79.86620000000,6.86203000000
271,79.86620000000,6.86429000000
272,79.86620000000,6.86655000000
273,79.86620000000,6.86881000000
274,79.86620000000,6.87107000000
275,79.86620000000,6.87333000000
276,79.86620000000,6.87559000000
277,79.86620000000,6.87785000000
278,79.86620000000,6.88012000000
279,79.86620000000,6.88238000000
280,79.86620000000,6.88464000000
281,79.86620000000,6.88690000000
282,79.86620000000,6.88916000000
283,79.86620000000,6.89142000000
284,79.86620000000,6.89368000000
285,79.86610000000,6.89594000000
286,79.86610000000,6.89820000000
287,79.86610000000,6.90046000000
288,79.86610000000,6.90272000000
289,79.86610000000,6.90498000000
290,79.86610000000,6.90724000000
291,79.86610000000,6.90950000000
292,79.86610000000,6.91176000000
293,79.86610000000,6.91402000000
294,79.86610000000,6.91628000000
295,79.86610000000,6.91854000000
296,79.86610000000,6.92080000000
