flo2d_grid_id,nearest_d03_station_id,dist
1,1104467,1.100785359621892
2,1104467,0.8871781216056246
3,1104467,0.6991033863165542
4,1104467,0.5729730940087029
5,1104467,0.5315698196016716
6,1104467,0.6031383534502708
7,1104368,1.0675250963750496
8,1104368,1.3118614927559933
9,1104467,1.497784222704834
10,1104467,1.2516653464521381
11,1104467,1.0081064554235835
12,1104467,0.7695420942351668
13,1104467,0.5426005425940413
14,1104467,0.3506274035020835
15,1104368,0.03441348899095428
16,1104368,0.27810021525514256
17,1104368,0.528960372044539
18,1104368,0.7801040648421745
19,1104368,1.031324165123505
20,1104368,1.2825757828214965
21,1104467,1.472203231137784
22,1104467,1.2209386902012762
23,1104467,0.9696928028340174
24,1104467,0.7184851437865423
25,1104467,0.467377348059904
26,1104368,0.7638581863478422
27,1104368,0.5298327669050951
28,1104368,0.32290882020216766
29,1104368,0.23263998884589784
30,1104368,0.36093843459972047
31,1104368,0.5768324251703802
32,1104368,0.8133256858315047
33,1104368,1.0566766731351644
34,1104368,1.303048903315199
35,1104467,1.4889736303378112
36,1104467,1.241333967952571
37,1104467,0.9930254776590746
38,1104467,0.7500500010192407
39,1104467,0.5151255404888627
40,1104467,0.3073069526308332
41,1104269,1.3625987344311679
42,1104368,1.55930550756454
43,1104368,1.3227866308905263
44,1104368,1.0928857132065335
45,1104368,0.8739107501585536
46,1104368,0.6793536891922518
47,1104368,0.5244418168600399
48,1104368,0.4748142020938112
49,1104368,0.5496924192127114
50,1104368,0.710759381273245
51,1104368,0.9135096999130767
52,1104368,1.1358366702583254
53,1104368,1.3682301900064515
54,1104467,1.5454113105513394
55,1104467,1.3084964101257952
56,1104467,1.0781157081213062
57,1104467,0.8595394385124212
58,1104467,0.6645197644790798
59,1104467,0.5202584950997242
60,1104467,0.475452634996725
61,1104269,0.7865288718893716
62,1104269,0.9039317833339283
63,1104269,1.0609746862595353
64,1104269,1.2556831555762205
65,1104269,1.4676910513804144
66,1104368,1.6500696074494532
67,1104368,1.428851981757781
68,1104368,1.2193482593606175
69,1104368,1.0287401397099103
70,1104368,0.8695437335053194
71,1104368,0.7617153263401406
72,1104368,0.7284353619134546
73,1104368,0.7793137075437662
74,1104368,0.9001919446922708
75,1104368,1.067551002246261
76,1104368,1.2630473710790537
77,1104368,1.4755392589113274
78,1104467,1.641170139398127
79,1104467,1.4203185181729878
80,1104467,1.2105047082886597
81,1104467,1.020957200681913
82,1104467,0.8635331408842519
83,1104467,0.7585046391888216
84,1104467,0.728884754345766
85,1104467,0.7730288217458311
86,1104467,0.8978447428295787
87,1104467,1.0681669859030445
88,1104467,1.2657567540549046
89,1104467,1.4797308964533862
90,1104269,1.5805610924235967
91,1104269,1.3924126101504797
92,1104269,1.2270926215271745
93,1104269,1.0949902510631286
94,1104269,1.009234814979485
95,1104269,0.9820438315349396
96,1104269,1.0181204175927379
97,1104269,1.1113200240508554
98,1104269,1.2489191810426135
99,1104269,1.4180514659150358
100,1104269,1.6088022635469523
101,1104368,1.7767471833255049
102,1104368,1.573441055668209
103,1104368,1.385967843988373
104,1104368,1.2216386079062371
105,1104368,1.090962347788842
106,1104368,1.007124965407129
107,1104368,0.9822258963302591
108,1104368,1.0208017726585874
109,1104368,1.1160684290006082
110,1104368,1.2551833058003934
111,1104368,1.417784084973878
112,1104368,1.6101540429377705
113,1104467,1.761439250895978
114,1104467,1.5579121883042861
115,1104467,1.3703344281540346
116,1104467,1.2061701448413842
117,1104467,1.0761878622196954
118,1104467,0.9938904079335517
119,1104467,0.9714730395490923
120,1104467,1.0129192976299557
121,1104467,1.1111053379211797
122,1104467,1.2527603702202674
123,1104467,1.4249792776633698
124,1104467,1.6180319046223435
125,1104566,1.7524474481422925
126,1104566,1.5494830021588117
127,1104170,1.3371841507860052
128,1104170,1.4518432180619543
129,1104170,1.5981051032732583
130,1104170,1.7681445129347482
131,1104269,1.9356976682945655
132,1104269,1.749645220317796
133,1104269,1.581738037704904
134,1104269,1.4383448706921873
135,1104269,1.327433854351704
136,1104269,1.257628411864994
137,1104269,1.235913310756946
138,1104269,1.2647680118300673
139,1104269,1.3409319332303111
140,1104269,1.457004700902601
141,1104269,1.605056821610404
142,1104269,1.7759893948237282
143,1104368,1.9278386676010157
144,1104368,1.7424133534603923
145,1104368,1.5667133633992711
146,1104368,1.423601452461643
147,1104368,1.3133907839326326
148,1104368,1.2448508027778487
149,1104368,1.2249961651982948
150,1104368,1.2561375692780583
151,1104368,1.3347102696563304
152,1104368,1.45304003316843
153,1104368,1.6023429962500906
154,1104368,1.7748196363535267
155,1104467,1.9131184773887366
156,1104467,1.7275537013614728
157,1104467,1.5605015769209392
158,1104467,1.418517703860185
159,1104467,1.309780017862933
160,1104467,1.2428538481712401
161,1104467,1.2252279766644851
162,1104467,1.2585648308113564
163,1104467,1.3390635514014217
164,1104467,1.4589382619214102
165,1104467,1.6094143136975745
166,1104467,1.7827596387361218
167,1104566,1.9039743588851155
168,1104566,1.7113123629417653
169,1104170,1.50950668627077
170,1104170,1.4897928347091722
171,1104170,1.5121702420006047
172,1104170,1.5748456766776313
173,1104170,1.6732970155807425
174,1104170,1.801668894457346
175,1104170,1.9540733391445377
176,1104269,2.1068816819658434
177,1104269,1.9366276846921318
178,1104269,1.78653832341029
179,1104269,1.661088653707117
180,1104269,1.5557143746018431
181,1104269,1.4967803827704644
182,1104269,1.478769675868156
183,1104269,1.5031539778895895
184,1104269,1.567956613034123
185,1104269,1.6684747213735172
186,1104269,1.7987306035972381
187,1104269,1.9527825199888
188,1104368,2.091827521125415
189,1104368,1.9222855138815764
190,1104368,1.7722654236775248
191,1104368,1.647110136133141
192,1104368,1.5528434454030602
193,1104368,1.4953185796571324
194,1104368,1.4788294213589142
195,1104368,1.504725608294175
196,1104368,1.5712883886668407
197,1104368,1.673133768080937
198,1104368,1.8044694332096116
199,1104368,1.959374178540111
200,1104467,2.083990549828178
201,1104467,1.9152001626410333
202,1104467,1.766145696559385
203,1104467,1.6322793890796772
204,1104467,1.5389031662239818
205,1104467,1.482704902986047
206,1104467,1.4679606941897296
207,1104467,1.4958968219896516
208,1104467,1.5642282181639946
209,1104467,1.6679977312248373
210,1104467,1.801090468916963
211,1104467,1.9575344772794416
212,1104566,2.0685228822172683
213,1104566,1.8997803726694196
214,1104566,1.7509562903586604
215,1104171,1.466287724668928
216,1104171,1.355421849070289
217,1104171,1.2854176578536025
218,1104171,1.2624312361759076
219,1104171,1.2889804609599405
220,1104171,1.3724094248493475
221,1104171,1.484538081626955
222,1104171,1.628036524715143
223,1104171,1.7953986886247002
224,1104270,1.9590598726377704
225,1104270,1.7756145186367136
226,1104270,1.6105906274072184
227,1104270,1.470204521352578
228,1104270,1.36209560004944
229,1104270,1.2943768418752264
230,1104270,1.2735078856119235
231,1104270,1.3017438904506964
